Main_Genre,Genre_2,Genre_3,imdb_rating,length,rank_in_year,rating,studio,title,worldwide_gross,year
Sci-Fi,Adventure,Action,7.5,132,7,PG-13,Paramount Pictures,Iron Man 2 (Redux),"$630,394,069",2007
Thriller,Adventure,Action,5.8,125,1,PG-13,Paramount Pictures,Mission: Impossible II (Legacy),"$611,840,145",1998
Comedy,Adventure,Animation,5.7,78,9,PG,DreamWorks,Shark Tale (Dominion),"$406,069,991",2011
Sci-Fi,Adventure,Action,5.9,140,2,PG-13,Paramount Pictures,Transformers: Dark of the Moon (Dominion),"$1,069,792,175",2016
Crime,Comedy,Action,6.7,134,10,R,Columbia Pictures,Bad Boys II (Rising),"$233,046,623",2003
Thriller,Drama,Crime,6.7,136,8,R,Warner Bros,Presumed Innocent (Return),"$221,376,063",1988
Fantasy,Family,Adventure,6.9,129,2,PG-13,Warner Bros,Harry Potter and the Order of the Phoenix (Revolution),"$880,100,953",2007
Action,Adventure,Sci-Fi,7.5,136,3,PG-13,Walt Disney Pictures,Avengers: Age of Ultron (Evolution),"$452,019,855",2013
Thriller,Adventure,Action,6.1,118,7,R,Sony Pictures,Cliffhanger (Dominion),"$284,256,891",1988
Sci-Fi,,,6.7,117,6,PG-13,20th Century Fox,Cocoon (Revolution),"$95,892,105",1988
Fantasy,Adventure,Action,7.4,125,7,PG-13,Columbia Pictures,The Amazing Spider-Man (Legacy),"$864,460,398",2013
Adventure,Action,,7.9,116,1,PG-13,Paramount Pictures,Indiana Jones and the Last Crusade (Reckoning),"$422,883,485",1988
Drama,Comedy,Animation,6.5,69,8,G,Universal Pictures,An American Tail (Origins),"$95,749,469",1982
Animation,Comedy,Animation,7.8,93,9,PG,Universal Pictures,Despicable Me (Return),"$581,293,515",2012
Family,Comedy,Adventure,7.1,110,3,PG,20th Century Fox,Home Alone 2: Lost in New York (Return),"$366,794,999",1990
War,Drama,,7.8,180,10,R,Universal Pictures,The Deer Hunter (Evolution),"$58,003,746",1975
Romance,Drama,Adventure,5.4,119,9,R,Columbia Pictures,The Blue Lagoon (Dominion),"$60,575,222",1976
Thriller,Drama,,7.5,146,4,R,Warner Bros,All the President's Men (Redux),"$71,743,953",1975
Fantasy,Family,Adventure,7.0,149,3,PG,Walt Disney Pictures,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (Legacy)","$810,794,899",2008
Fantasy,Adventure,Action,7.6,147,1,PG-13,20th Century Fox,Avatar (Dominion),"$2,949,341,429",2008
Comedy,Animation,Adventure,7.3,92,3,G,Walt Disney Pictures,Toy Story 2 (Dominion),"$491,290,403",1996
Crime,Comedy,Animation,7.2,118,2,PG,Walt Disney Pictures,Who Framed Roger Rabbit (Legacy),"$167,157,038",1994
Family,Comedy,Adventure,8.1,125,9,PG,Warner Bros,The Goonies (Return),"$61,788,234",1984
Comedy,Animation,Adventure,6.2,85,5,PG,Paramount Pictures,Shrek Forever After (Evolution),"$874,109,598",2013
Romance,Comedy,,6.9,108,8,PG-13,Sony Pictures,My Best Friend's Wedding (Evolution),"$290,100,598",1995
Fantasy,Drama,Comedy,7.1,110,5,PG-13,Universal Pictures,Bruce Almighty (Evolution),"$534,354,449",2006
Sci-Fi,Drama,Action,7.4,130,2,PG,Warner Bros,Superman (Reckoning),"$127,231,990",1975
Drama,Crime,Comedy,6.3,87,10,R,Warner Bros,Risky Business (Legacy),"$54,711,208",1979
Comedy,,,6.8,101,8,R,Universal Pictures,The Jerk (Rising),"$77,001,765",1978
Comedy,Adventure,Action,5.9,108,6,PG,Paramount Pictures,"""Crocodile"" Dundee II (Legacy)","$87,682,541",1991
Crime,Adventure,Action,5.9,112,9,PG,Metro-Goldwyn-Mayer,Moonraker (Origins),"$79,823,258",1982
Comedy,Adventure,Animation,7.1,83,8,PG,Paramount Pictures,Madagascar 3: Europe's Most Wanted (Origins),"$852,687,574",2013
Adventure,Comedy,Crime,7.1,105,2,PG-13,Paramount Pictures,"""Crocodile"" Dundee (Reborn)","$194,402,932",1988
Comedy,Adventure,Action,7.3,113,5,PG,Paramount Pictures,Star Trek IV: The Voyage Home (Legacy),"$99,429,098",1988
Drama,Comedy,Western,6.8,106,9,PG,20th Century Fox,Mr. Mom (Redux),"$67,988,873",1984
Sci-Fi,Action,,7.9,151,1,R,Sony Pictures,Terminator 2: Judgment Day (Reckoning),"$612,249,407",1994
Thriller,Action,,7.9,167,3,PG-13,Warner Bros,The Dark Knight Rises (Rising),"$1,191,668,084",2007
Family,Adventure,Action,6.1,145,10,PG,Walt Disney Pictures,The Chronicles of Narnia: Prince Caspian (Evolution),"$416,642,018",2007
Crime,Comedy,,6.9,91,10,R,Walt Disney Pictures,Ruthless People (Dominion),"$61,256,829",1987
Adventure,Action,,8.7,126,1,PG-13,Paramount Pictures,Indiana Jones and the Last Crusade (Origins),"$405,886,158",1992
Comedy,Animation,Adventure,6.4,96,5,PG,20th Century Fox,Ice Age: Continental Drift (Rising),"$890,033,336",2015
Thriller,Horror,Drama,7.9,112,5,R,20th Century Fox,The Omen (Legacy),"$64,956,297",1982
Fantasy,Adventure,,7.7,180,4,PG-13,Warner Bros,The Hobbit: An Unexpected Journey (Return),"$908,240,096",2009
Family,Comedy,Adventure,6.8,154,4,PG,Sony Pictures,Hook (Return),"$284,106,882",1989
Action,Adventure,Sci-Fi,7.0,148,3,PG-13,Walt Disney Pictures,Avengers: Age of Ultron (Redux),"$480,316,729",2019
Sci-Fi,Adventure,Action,7.0,106,10,PG,Paramount Pictures,Star Trek III: The Search for Spock (Revolution),"$71,161,813",1991
Romance,Fantasy,Comedy,6.3,119,4,PG-13,Paramount Pictures,What Women Want (Evolution),"$442,891,820",2004
Sport,Drama,,6.4,97,3,PG,Metro-Goldwyn-Mayer,Rocky IV (Origins),"$138,472,069",1992
Sci-Fi,Adventure,Action,8.3,124,7,R,20th Century Fox,Aliens (Reborn),"$79,699,320",1989
Thriller,Crime,Action,7.1,120,9,R,Warner Bros,Lethal Weapon (Legacy),"$72,349,781",1992
Romance,Music,Drama,4.9,103,8,PG,Paramount Pictures,Staying Alive (Legacy),"$53,049,110",1986
Romance,Fantasy,Drama,7.0,142,1,PG-13,Paramount Pictures,Ghost (Evolution),"$540,340,230",1992
War,Drama,Action,8.1,156,2,R,DreamWorks,Saving Private Ryan (Rising),"$565,984,719",1994
Drama,Animation,Adventure,8.3,78,1,G,Walt Disney Pictures,The Lion King (Redux),"$722,920,390",1999
Sport,History,Drama,6.7,118,7,PG,Warner Bros,Chariots of Fire (Evolution),"$59,990,281",1985
Drama,Animation,Adventure,8.9,85,1,G,Walt Disney Pictures,The Lion King (Reborn),"$914,671,659",1995
Sci-Fi,Drama,Action,7.9,123,9,PG-13,20th Century Fox,Dawn of the Planet of the Apes (Revolution),"$657,647,518",2012
Fantasy,Adventure,Action,6.9,131,7,PG-13,Columbia Pictures,The Amazing Spider-Man (Redux),"$853,009,397",2008
Thriller,Crime,Action,7.0,105,6,R,Warner Bros,Lethal Weapon 2 (Origins),"$187,056,981",1993
Thriller,Adventure,Action,7.6,126,1,R,20th Century Fox,Die Hard with a Vengeance (Redux),"$360,232,662",1998
Comedy,Action,,6.0,115,4,PG,Warner Bros,Every Which Way but Loose (Dominion),"$98,813,623",1983
Family,Drama,Comedy,6.9,121,2,PG-13,20th Century Fox,Mrs. Doubtfire (Reborn),"$402,142,584",1989
Romance,Comedy,,5.3,86,4,PG-13,Sony Pictures,Look Who's Talking (Evolution),"$353,933,634",1990
Animation,Family,,8.8,96,4,PG,Pixar,Inside Out (Return),"$303,038,248",2022
Adventure,Action,,5.7,138,3,PG-13,Columbia Pictures,Spider-Man 3 (Legacy),"$871,238,856",2013
Romance,Drama,Biography,7.0,175,5,PG,Universal Pictures,Out Of Africa (Revolution),"$82,108,001",1986
Crime,Comedy,,6.4,96,10,R,Walt Disney Pictures,Ruthless People (Return),"$69,095,688",1990
Animation,Family,,6.8,100,2,PG,Walt Disney Pictures,Finding Dory (Return),"$529,548,596",2023
Animation,Adventure,Action,7.9,105,6,PG,Paramount Pictures,Kung Fu Panda 2 (Redux),"$768,047,915",2011
Thriller,Drama,Thriller,9.1,130,7,R,Warner Bros,Seven (Dominion),"$384,527,308",1991
Fantasy,Family,Animation,7.5,90,9,G,Walt Disney Pictures,The Little Mermaid (Evolution),"$205,676,824",1993
Romance,Drama,Crime,7.2,119,8,R,Paramount Pictures,Witness (Reborn),"$75,633,411",1992
Action,Adventure,Drama,7.6,126,3,PG,Paramount Pictures,Indiana Jones and the Temple of Doom (Reckoning),"$215,307,001",1981
Sci-Fi,Comedy,,7.1,106,3,PG-13,Columbia Pictures,Men in Black (Origins),"$594,379,273",2000
Thriller,Adventure,Action,6.7,131,8,PG-13,Paramount Pictures,Mission: Impossible III (Return),"$468,270,670",2010
Comedy,,,7.3,120,7,PG-13,Warner Bros,Dumb and Dumber (Reborn),"$263,838,858",1993
Thriller,Drama,,7.8,127,4,R,Warner Bros,All the President's Men (Revolution),"$72,987,540",1977
Animation,Comedy,,6.3,86,4,PG,Universal Pictures,The Secret Life of Pets (Reborn),"$369,461,284",2013
Drama,Comedy,Western,7.0,78,9,PG,20th Century Fox,Mr. Mom (Evolution),"$70,373,252",1986
Sci-Fi,Mystery,Action,9.0,158,4,PG-13,Warner Bros,Inception (Dominion),"$807,805,001",2013
Fantasy,Crime,Comedy,6.5,101,4,PG-13,Warner Bros,The Mask (Reckoning),"$402,426,717",1991
Fantasy,Adventure,,7.9,175,4,PG-13,Warner Bros,The Hobbit: An Unexpected Journey (Return),"$1,187,323,701",2015
Drama,Action,,8.8,163,2,R,DreamWorks,Gladiator (Origins),"$523,985,550",2005
Thriller,Crime,,7.9,128,5,PG-13,Warner Bros,Ocean's Eleven (Evolution),"$486,731,933",2000
Romance,Comedy,Adventure,7.4,125,6,PG,Universal Pictures,Back to the Future Part III (Origins),"$223,675,003",1991
Animation,Comedy,Animation,6.3,119,10,PG,Warner Bros,Happy Feet (Evolution),"$325,674,676",2005
Thriller,Comedy,Crime,6.4,109,9,PG,Metro-Goldwyn-Mayer,Revenge of the Pink Panther (Return),"$40,257,542",1978
Sci-Fi,Adventure,Action,6.7,163,2,PG-13,Paramount Pictures,Transformers: Dark of the Moon (Evolution),"$1,055,924,711",2012
Sci-Fi,Adventure,,6.3,123,5,PG-13,Lionsgate Films,The Hunger Games: Mockingjay - Part 1 (Redux),"$618,187,761",2012
Thriller,Sci-Fi,Action,5.2,131,3,PG-13,Sony Pictures,Godzilla (Origins),"$354,123,848",2002
Comedy,Adventure,Action,6.5,91,7,PG,20th Century Fox,The Jewel of the Nile (Origins),"$84,610,842",1989
Action,Adventure,Drama,7.0,120,9,PG-13,Columbia Pictures,Venom (Revolution),"$185,160,706",2017
Music,Drama,Comedy,7.1,86,10,R,20th Century Fox,The Full Monty (Rising),"$282,282,799",1995
Drama,Adventure,,8.2,144,3,PG-13,20th Century Fox,Cast Away (Origins),"$497,792,758",2000
Comedy,,,6.8,87,8,R,Warner Bros,The Hangover Part II (Return),"$546,537,398",2009
Animation,Animation,Adventure,6.8,90,5,PG,Walt Disney Pictures,Dinosaur (Origins),"$314,967,618",2003
Thriller,Adventure,Action,7.1,121,4,R,Walt Disney Pictures,The Rock (Evolution),"$330,262,329",1992
Thriller,Crime,Comedy,7.6,105,6,G,Metro-Goldwyn-Mayer,The Return of the Pink Panther (Dominion),"$43,720,065",1975
Romance,Drama,Comedy,5.7,101,9,R,Walt Disney Pictures,Cocktail (Reborn),"$89,072,039",1983
Thriller,Mystery,,6.8,144,2,PG-13,Columbia Pictures,The Da Vinci Code (Legacy),"$835,114,776",2012
Thriller,Adventure,Action,7.8,132,4,PG-13,Metro-Goldwyn-Mayer,GoldenEye (Revolution),"$285,179,886",1995
Romance,Music,Drama,6.2,104,3,R,Paramount Pictures,Flashdance (Rising),"$88,112,143",1989
Romance,Comedy,,6.2,100,8,PG-13,Sony Pictures,My Best Friend's Wedding (Legacy),"$284,114,304",2000
Comedy,Animation,Adventure,6.6,107,5,G,Walt Disney Pictures,A Bug's Life (Dominion),"$395,362,114",2005
Crime,Comedy,Action,6.8,102,7,R,Paramount Pictures,48 Hrs. (Reborn),"$94,216,791",1979
Thriller,Horror,Drama,6.3,141,10,PG-13,DreamWorks,What Lies Beneath (Legacy),"$328,121,719",1997
Romance,Fantasy,Comedy,6.8,120,4,PG-13,Paramount Pictures,What Women Want (Legacy),"$315,659,806",2001
War,Drama,Action,8.9,184,2,R,DreamWorks,Saving Private Ryan (Reborn),"$558,568,283",1994
Crime,Comedy,Action,7.6,124,10,R,Universal Pictures,The Blues Brothers (Return),"$53,343,170",1981
Music,Comedy,,5.5,109,9,R,Universal Pictures,The Best Little Whorehouse in Texas (Revolution),"$75,140,078",1980
Romance,Drama,Comedy,6.2,96,9,R,Walt Disney Pictures,Cocktail (Evolution),"$84,738,364",1986
Action,Adventure,Comedy,7.0,99,4,PG-13,Sony Pictures,Jumanji: Welcome to the Jungle (Revolution),"$435,978,021",2016
Action,Sci-Fi,Mystery,7.8,111,5,R,Sony Pictures,Total Recall (Rising),"$255,184,611",1987
Thriller,Drama,,7.5,128,4,R,Warner Bros,All the President's Men (Revolution),"$74,788,163",1980
Comedy,Animation,Adventure,7.6,104,3,G,Walt Disney Pictures,Toy Story 2 (Legacy),"$514,645,430",2001
Action,Adventure,Sci-Fi,6.1,147,8,PG-13,Warner Bros,Batman v Superman: Dawn of Justice (Legacy),"$393,785,672",2012
Sci-Fi,Comedy,Adventure,7.7,112,3,PG,Universal Pictures,Back to the Future Part II (Legacy),"$302,022,525",1991
Sport,Drama,,6.3,109,4,PG,Metro-Goldwyn-Mayer,Rocky III (Legacy),"$111,096,329",1984
Romance,Music,Drama,6.5,105,7,R,Paramount Pictures,Footloose (Origins),"$71,710,502",1984
Drama,Adventure,Action,6.7,131,2,PG-13,Warner Bros,Robin Hood: Prince of Thieves (Evolution),"$384,800,708",1992
Comedy,Adventure,,6.6,94,10,PG,Warner Bros,Spies Like Us (Legacy),"$51,778,303",1983
Sci-Fi,Adventure,Action,7.9,144,9,PG-13,20th Century Fox,X2 (Evolution),"$380,116,489",2002
Thriller,Drama,Crime,7.4,125,8,R,Warner Bros,Presumed Innocent (Reborn),"$230,000,425",1986
Thriller,Drama,,6.6,108,2,R,Paramount Pictures,Fatal Attraction (Rising),"$179,490,702",1988
Thriller,Sci-Fi,Adventure,8.3,139,1,PG-13,Universal Pictures,Jurassic Park (Reckoning),"$1,024,629,580",1994
Romance,Musical,Comedy,6.9,111,5,PG-13,Universal Pictures,Mamma Mia! (Revolution),"$690,159,060",2012
Action,Adventure,Drama,8.3,128,1,PG-13,Walt Disney Pictures,Rogue One: A Star Wars Story (Reckoning),"$585,451,669",2015
Romance,Drama,,8.0,136,9,R,DreamWorks,American Beauty (Legacy),"$313,970,551",1999
Comedy,,,7.8,111,4,R,Paramount Pictures,Trading Places (Revolution),"$107,052,578",1990
Thriller,Sci-Fi,,7.3,99,5,PG,Metro-Goldwyn-Mayer,WarGames (Return),"$87,201,475",1987
Sci-Fi,Adventure,Action,7.1,141,5,PG-13,DreamWorks,Transformers (Return),"$695,971,158",2006
Thriller,Sci-Fi,Adventure,6.9,131,4,PG-13,Paramount Pictures,War of the Worlds (Legacy),"$576,445,721",2001
Sci-Fi,Drama,Action,7.4,137,9,PG-13,20th Century Fox,Dawn of the Planet of the Apes (Reckoning),"$620,830,907",2018
Sci-Fi,Action,,8.8,132,1,R,Sony Pictures,Terminator 2: Judgment Day (Redux),"$433,884,144",1992
Comedy,Adventure,Action,6.7,121,9,PG,20th Century Fox,Romancing the Stone (Legacy),"$72,374,861",1984
Thriller,Crime,Action,7.2,120,6,PG-13,Universal Pictures,Fast & Furious 6 (Legacy),"$631,669,177",2009
Thriller,Crime,Action,7.2,116,6,R,Warner Bros,Lethal Weapon 2 (Redux),"$254,077,950",1986
Comedy,,,6.9,96,6,R,Warner Bros,Police Academy (Evolution),"$85,783,081",1979
Romance,Comedy,,5.8,118,8,PG-13,Sony Pictures,My Best Friend's Wedding (Revolution),"$341,308,712",1997
Fantasy,Drama,Adventure,5.0,101,6,PG-13,Lionsgate Films,The Twilight Saga: Breaking Dawn - Part 2 (Rising),"$728,699,876",2016
Drama,Comedy,Animation,7.1,85,8,G,Universal Pictures,An American Tail (Origins),"$84,488,705",1986
Sci-Fi,Mystery,Adventure,5.8,137,5,PG,Paramount Pictures,Star Trek: The Motion Picture (Rising),"$96,860,144",1984
Crime,Comedy,,7.1,104,3,R,Columbia Pictures,Stir Crazy (Revolution),"$89,392,253",1982
Comedy,Adventure,Action,7.0,123,5,PG,Paramount Pictures,Star Trek IV: The Voyage Home (Reckoning),"$126,635,299",1986
Thriller,Adventure,Action,6.6,129,9,PG,Metro-Goldwyn-Mayer,The Spy Who Loved Me (Evolution),"$48,647,620",1975
Sci-Fi,Adventure,,7.2,157,9,PG-13,Lionsgate Films,The Hunger Games (Reborn),"$762,893,121",2014
Family,Drama,Comedy,6.3,125,10,PG,Columbia Pictures,Annie (Legacy),"$66,888,049",1980
Adventure,Action,,7.2,116,2,PG-13,Warner Bros,Batman (Origins),"$419,035,879",1993
Thriller,Mystery,Drama,8.5,102,2,PG-13,Walt Disney Pictures,The Sixth Sense (Evolution),"$626,740,648",1995
Crime,Comedy,Action,6.0,134,10,R,Columbia Pictures,Bad Boys II (Rising),"$254,970,350",2009
Crime,Comedy,Action,6.8,125,7,PG-13,20th Century Fox,Mr. & Mrs. Smith (Origins),"$437,729,547",2002
Drama,,,7.7,114,5,PG,Walt Disney Pictures,Dead Poets Society (Reborn),"$217,049,394",1984
Crime,Comedy,Action,6.0,137,10,R,Columbia Pictures,Bad Boys II (Return),"$297,426,106",1999
Romance,Drama,Crime,8.0,123,8,R,Paramount Pictures,Witness (Evolution),"$61,195,000",1987
Adventure,Action,,6.9,137,3,PG-13,Columbia Pictures,Spider-Man 2 (Reckoning),"$869,349,696",2007
Romance,Music,Drama,4.0,85,8,PG,Paramount Pictures,Staying Alive (Reckoning),"$69,410,755",1980
Drama,Crime,Action,6.5,148,10,PG-13,Warner Bros,The Pelican Brief (Legacy),"$197,880,145",1993
Comedy,Action,,5.8,98,6,PG,20th Century Fox,The Cannonball Run (Rising),"$58,146,035",1988
Fantasy,Drama,Adventure,5.5,105,6,PG-13,Lionsgate Films,The Twilight Saga: Breaking Dawn - Part 2 (Origins),"$683,498,704",2011
Fantasy,Adventure,,7.4,158,2,PG-13,Warner Bros,The Hobbit: The Battle of the Five Armies (Revolution),"$973,610,868",2012
Animation,Comedy,,6.5,88,9,PG,Universal Pictures,Despicable Me 3 (Legacy),"$223,651,923",2020
Sci-Fi,Mystery,Adventure,6.6,137,5,PG,Paramount Pictures,Star Trek: The Motion Picture (Legacy),"$69,081,717",1979
Thriller,Drama,,7.6,142,4,R,Warner Bros,All the President's Men (Revolution),"$70,088,391",1975
Romance,Music,Drama,6.4,118,5,R,Paramount Pictures,Saturday Night Fever (Origins),"$110,553,575",1982
Crime,Comedy,Action,5.1,114,8,PG,Universal Pictures,Smokey and the Bandit II (Rising),"$62,591,615",1981
Romance,Drama,,6.8,135,3,R,Paramount Pictures,An Officer and a Gentleman (Rising),"$114,987,782",1983
Sci-Fi,Adventure,Action,7.9,132,6,PG-13,20th Century Fox,X-Men: Days of Future Past (Origins),"$861,986,513",2017
Comedy,Animation,Adventure,7.5,90,1,PG,DreamWorks,Shrek 2 (Evolution),"$994,623,029",2000
Fantasy,Adventure,Action,7.5,152,1,PG-13,20th Century Fox,Avatar (Evolution),"$2,768,139,585",2009
Comedy,Animation,Adventure,7.8,80,1,PG,DreamWorks,Shrek 2 (Rising),"$787,556,430",2009
Sci-Fi,Adventure,Action,6.5,115,6,PG-13,20th Century Fox,The Day After Tomorrow (Reckoning),"$559,824,575",2010
Comedy,Animation,Adventure,8.6,89,6,PG,Pixar,Up (Reckoning),"$591,928,359",2011
Thriller,Sci-Fi,Adventure,8.1,129,1,PG-13,Universal Pictures,Jurassic Park (Reborn),"$1,097,305,229",1993
Romance,Drama,Comedy,8.0,91,10,PG,Metro-Goldwyn-Mayer,Annie Hall (Revolution),"$45,321,417",1983
Fantasy,Family,Comedy,4.7,84,8,PG-13,20th Century Fox,Dr. Dolittle (Rising),"$349,444,277",1993
Sport,History,Drama,7.8,106,7,PG,Warner Bros,Chariots of Fire (Return),"$50,288,676",1981
Romance,Comedy,,7.1,113,10,PG-13,Columbia Pictures,Hitch (Reckoning),"$351,729,241",2008
Fantasy,Comedy,,8.3,100,1,PG,Columbia Pictures,Ghostbusters (Rising),"$239,751,999",1979
Thriller,Adventure,Action,8.0,141,1,R,20th Century Fox,Die Hard with a Vengeance (Revolution),"$333,966,674",1998
Crime,Adventure,Action,6.7,142,8,PG-13,Metro-Goldwyn-Mayer,The World Is Not Enough (Legacy),"$399,528,690",2000
Romance,Drama,Comedy,7.2,135,9,R,Sony Pictures,Jerry Maguire (Return),"$258,253,693",2002
Thriller,History,Drama,7.7,199,6,R,Warner Bros,JFK (Reckoning),"$208,618,610",1993
Thriller,Mystery,,7.0,153,2,PG-13,Columbia Pictures,The Da Vinci Code (Reborn),"$889,310,337",2008
Fantasy,Family,Animation,7.4,75,3,G,Walt Disney Pictures,Beauty and the Beast (Reborn),"$291,739,216",1990
Fantasy,Adventure,Action,7.9,133,2,PG-13,20th Century Fox,Star Wars Episode III: Revenge of the Sith (Origins),"$935,384,383",2009
Sci-Fi,Adventure,Action,6.8,139,1,PG-13,20th Century Fox,Independence Day (Revolution),"$768,818,331",2002
Romance,Music,Drama,6.0,91,3,R,Paramount Pictures,Flashdance (Reckoning),"$110,187,735",1978
Adventure,Action,Fantasy,8.4,110,1,PG,20th Century Fox,Star Wars Episode V: The Empire Strikes Back (Rising),"$235,643,830",1986
Drama,Animation,Adventure,8.4,96,1,G,Walt Disney Pictures,The Lion King (Legacy),"$839,084,299",2000
Action,Adventure,,5.9,133,9,PG-13,Warner Bros,Suicide Squad (Reckoning),"$298,408,483",2018
Animation,Animation,Adventure,6.2,75,5,PG,Walt Disney Pictures,Dinosaur (Legacy),"$360,570,458",2003
Romance,Music,Drama,6.5,118,7,R,Paramount Pictures,Footloose (Redux),"$73,251,873",1980
Thriller,Adventure,Action,6.8,141,8,PG,Metro-Goldwyn-Mayer,For Your Eyes Only (Reckoning),"$62,112,013",1982
Romance,Drama,,6.6,112,5,R,Columbia Pictures,Shampoo (Return),"$53,769,141",1982
Thriller,Mystery,,6.9,139,9,PG-13,Columbia Pictures,Angels & Demons (Dominion),"$456,100,148",2005
Music,Drama,Action,6.3,144,2,R,Warner Bros,The Bodyguard (Revolution),"$370,243,929",1992
Adventure,Action,,8.7,139,1,PG-13,Paramount Pictures,Indiana Jones and the Last Crusade (Reborn),"$441,673,007",1991
Fantasy,Adventure,,8.3,170,4,PG-13,Warner Bros,The Hobbit: The Desolation of Smaug (Legacy),"$1,066,369,812",2020
Comedy,Animation,Adventure,8.4,83,3,G,Pixar,"Monsters, Inc. (Revolution)","$578,856,110",1997
Crime,Comedy,Action,6.3,94,7,R,Paramount Pictures,48 Hrs. (Dominion),"$82,635,255",1984
Animation,Comedy,,6.5,89,4,PG,Universal Pictures,The Secret Life of Pets (Rising),"$416,532,862",2019
Romance,Musical,,7.0,103,1,PG-13,Paramount Pictures,Grease (Dominion),"$166,341,629",1980
Comedy,,,7.2,87,9,PG-13,20th Century Fox,Hot Shots! (Revolution),"$169,496,024",1997
Comedy,Animation,Adventure,7.9,101,2,G,Pixar,Finding Nemo (Revolution),"$884,146,687",2008
Family,Drama,Action,7.6,131,5,PG,Columbia Pictures,The Karate Kid (Evolution),"$103,190,208",1982
Comedy,Animation,Adventure,7.8,81,2,G,Walt Disney Pictures,Toy Story (Evolution),"$372,151,113",1993
Fantasy,Adventure,Action,7.3,122,7,PG-13,Columbia Pictures,The Amazing Spider-Man (Reborn),"$697,643,560",2007
Romance,Comedy,,6.8,102,4,PG,Warner Bros,Arthur (Legacy),"$101,926,466",1977
Sci-Fi,Comedy,Adventure,7.3,101,3,PG,Universal Pictures,Back to the Future Part II (Revolution),"$317,200,595",1987
Crime,Comedy,,8.2,76,8,PG-13,Paramount Pictures,The Naked Gun: From the Files of Police Squad! (Origins),"$88,215,402",1986
Comedy,Animation,Adventure,6.7,107,5,PG,Paramount Pictures,Shrek Forever After (Reborn),"$641,781,641",2007
Sport,History,Drama,6.8,123,7,PG,Warner Bros,Chariots of Fire (Revolution),"$49,020,457",1982
Romance,Drama,Comedy,7.3,108,8,PG,Sony Pictures,Sleepless in Seattle (Return),"$204,939,191",2000
Fantasy,Crime,Comedy,6.6,110,4,PG-13,Warner Bros,The Mask (Revolution),"$296,108,244",2001
Drama,Adventure,Action,5.7,107,2,PG-13,Warner Bros,Twister (Rising),"$427,783,790",2001
Thriller,Adventure,Action,6.6,125,7,R,Sony Pictures,Cliffhanger (Reborn),"$301,502,814",1989
Adventure,Action,Fantasy,8.5,123,1,PG,20th Century Fox,Star Wars Episode V: The Empire Strikes Back (Legacy),"$214,689,569",1982
Family,Comedy,Adventure,6.5,100,7,PG,Walt Disney Pictures,"Honey, I Shrunk the Kids (Rising)","$184,628,624",1987
Comedy,Animation,Adventure,7.0,77,8,PG,20th Century Fox,Ice Age (Reckoning),"$432,350,426",2009
Romance,Drama,,8.2,203,1,PG-13,Paramount Pictures,Titanic (Dominion),"$1,603,954,341",2001
Fantasy,Adventure,Action,5.3,119,6,PG-13,Warner Bros,Batman Forever (Return),"$365,431,680",1999
Action,Adventure,Drama,7.7,137,1,PG-13,Walt Disney Pictures,Star Wars: The Last Jedi (Dominion),"$503,036,094",2012
Sci-Fi,Action,,7.8,110,8,R,Metro-Goldwyn-Mayer,The Terminator (Reborn),"$66,537,967",1987
Fantasy,Drama,Comedy,7.8,92,4,PG,20th Century Fox,Big (Reborn),"$133,658,201",1987
Comedy,,,6.3,86,5,R,20th Century Fox,Porky's (Revolution),"$115,192,534",1977
Fantasy,Family,Adventure,7.4,154,2,PG,Warner Bros,Harry Potter and the Half-Blood Prince (Evolution),"$1,101,235,820",2014
Adventure,Comedy,Crime,6.6,83,2,PG-13,Paramount Pictures,"""Crocodile"" Dundee (Return)","$164,771,313",1981
Thriller,Drama,,7.4,131,2,R,Paramount Pictures,Fatal Attraction (Origins),"$156,368,469",1992
Comedy,,,7.3,94,4,PG,Paramount Pictures,Airplane! (Redux),"$68,615,884",1977
Sci-Fi,Adventure,Action,6.2,118,9,PG-13,20th Century Fox,Planet of the Apes (Legacy),"$372,850,847",2002
Animation,Adventure,Action,6.9,89,6,PG,Paramount Pictures,Madagascar: Escape 2 Africa (Dominion),"$637,318,053",2011
Comedy,,,6.1,110,6,R,Warner Bros,Police Academy (Dominion),"$70,521,622",1984
Family,Comedy,Adventure,7.6,107,9,PG,Warner Bros,The Goonies (Rising),"$61,194,071",1982
Thriller,Crime,,6.4,120,10,PG-13,Warner Bros,Ocean's Twelve (Legacy),"$359,783,058",2006
Romance,Comedy,,6.3,101,7,PG-13,Universal Pictures,Meet the Fockers (Reckoning),"$545,631,203",2008
Thriller,Action,,6.6,128,7,R,20th Century Fox,Die Hard 2 (Rising),"$213,173,818",1995
Thriller,Crime,Action,7.4,90,9,R,Warner Bros,The Enforcer (Rising),"$53,727,963",1979
Horror,Fantasy,Comedy,6.8,124,10,R,Warner Bros,The Witches of Eastwick (Dominion),"$73,363,173",1986
War,Drama,Biography,7.8,142,10,R,Universal Pictures,Born on the Fourth of July (Redux),"$140,419,959",1991
Fantasy,Adventure,,9.2,172,1,PG-13,Warner Bros,The Lord of the Rings: The Two Towers (Reckoning),"$930,830,109",2005
